Group,Artifact,Version,Packaging,Repository
com.google.android.horologist,horologist-images-base,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-health-service,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-health-composables,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-datalayer-watch,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-datalayer-phone-ui,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-datalayer-phone,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-datalayer-grpc,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-datalayer,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-auth-ui,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-auth-data-phone,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-auth-data,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-auth-composables,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-ai-ui,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-roboscreenshots,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-compose-tools,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-compose-material,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-media,0.6.16,jar,Maven Central
com.google.android.horologist,horologist-compose-layout,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-composables,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-tiles,0.6.16,aar,Maven Central
com.google.android.horologist,horologist-annotations,0.6.16,jar,Maven Central
cn.vonce,vonce-sqlbean-android,1.2.0-beta17,jar,Maven Central
io.sentry,sentry-android-gradle-plugin,4.10.0,jar,Maven Central
io.sentry,sentry-android-replay,7.12.0,aar,Maven Central
com.mikepenz.hypnoticcanvas,hypnoticcanvas-shaders-android,0.1.2,aar,Maven Central
com.mikepenz.hypnoticcanvas,hypnoticcanvas-android,0.1.2,aar,Maven Central
ch.dreipol,dreimultiplatform-android,1.13.0,aar,Maven Central
ch.dreipol,dreimultiplatform-android-debug,1.13.0,aar,Maven Central
org.jetbrains.kotlin,kotlin-android-extensions,2.0.20-Beta2,jar,Maven Central
org.jetbrains.kotlin,kotlin-android-extensions-runtime,2.0.20-Beta2,jar,Maven Central
com.arkivanov.decompose,extensions-android,3.2.0-alpha02,aar,Maven Central
com.arkivanov.decompose,extensions-compose-android,3.2.0-alpha02,aar,Maven Central
com.arkivanov.decompose,decompose-android,3.2.0-alpha02,aar,Maven Central
com.arkivanov.essenty,utils-internal-android,2.2.0-alpha02,aar,Maven Central
com.arkivanov.essenty,state-keeper-android,2.2.0-alpha02,aar,Maven Central
com.arkivanov.essenty,lifecycle-coroutines-android,2.2.0-alpha02,aar,Maven Central
com.arkivanov.essenty,lifecycle-reaktive-android,2.2.0-alpha02,aar,Maven Central
com.arkivanov.essenty,lifecycle-android,2.2.0-alpha02,aar,Maven Central
com.arkivanov.essenty,instance-keeper-android,2.2.0-alpha02,aar,Maven Central
com.arkivanov.essenty,back-handler-android,2.2.0-alpha02,aar,Maven Central
net.bytebuddy,byte-buddy-android,1.14.18,jar,Maven Central
io.sentry,sentry-compose-android,8.0.0-alpha.4,aar,Maven Central
io.sentry,sentry-android-timber,8.0.0-alpha.4,aar,Maven Central
io.sentry,sentry-android-sqlite,8.0.0-alpha.4,aar,Maven Central
io.sentry,sentry-android-ndk,8.0.0-alpha.4,aar,Maven Central
io.sentry,sentry-android-navigation,8.0.0-alpha.4,aar,Maven Central
io.sentry,sentry-android-fragment,8.0.0-alpha.4,aar,Maven Central
io.sentry,sentry-android-core,8.0.0-alpha.4,aar,Maven Central
io.sentry,sentry-android,8.0.0-alpha.4,aar,Maven Central
com.aeontronix.aeon-commons,aeon-commons-android,2.0.0-rc7,jar,Maven Central
systems.manifold,manifold-preprocessor-android-syms,2024.1.23,jar,Maven Central
com.fasterxml.jackson.module,jackson-module-android-record,2.17.2,bundle,Maven Central
io.channel,plugin-android,11.6.3,aar,Maven Central
io.channel,plugin-android-fcm,11.6.3,aar,Maven Central
com.volcengine,ve-tos-android-sdk,2.8.1,jar,Maven Central
com.google.crypto.tink,tink-android,1.14.0,jar,Maven Central
com.khoros.android-brandmessenger-sdk,brandmessengerui,1.16.0,aar,Maven Central
com.khoros.android-brandmessenger-sdk,brandmessengercore,1.16.0,aar,Maven Central
com.khoros.android-brandmessenger-sdk,brandmessengercommons,1.16.0,aar,Maven Central
com.gitee.l0km,ximage-android,1.0.0,jar,Maven Central
com.github.skydoves,landscapist-placeholder-android,2.3.6,aar,Maven Central
com.github.skydoves,landscapist-palette-android,2.3.6,aar,Maven Central
com.github.skydoves,landscapist-animation-android,2.3.6,aar,Maven Central
com.github.skydoves,landscapist-android,2.3.6,aar,Maven Central
com.github.skydoves,landscapist-coil3-android,2.3.6,aar,Maven Central
com.github.milis92.krang,krang-runtime-android,2.8.0,aar,Maven Central
com.squareup.workflow1,workflow-ui-core-android,1.12.1-beta10,aar,Maven Central
com.squareup.workflow1,workflow-config-android,1.12.1-beta10,aar,Maven Central
io.sentry,sentry-android-okhttp,8.0.0-alpha.2,aar,Maven Central
dev.gitlive,firebase-common-internal-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-common-internal-android-debug,1.13.0,aar,Maven Central
com.gitee.l0km,common-image-android,2.10.3,jar,Maven Central
dev.gitlive,firebase-crashlytics-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-crashlytics-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-perf-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-perf-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-installations-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-installations-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-storage-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-storage-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-messaging-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-messaging-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-functions-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-functions-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-firestore-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-firestore-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-database-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-database-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-config-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-config-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-common-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-common-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-auth-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-auth-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-app-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-app-android-debug,1.13.0,aar,Maven Central
dev.gitlive,firebase-analytics-android,1.13.0,aar,Maven Central
dev.gitlive,firebase-analytics-android-debug,1.13.0,aar,Maven Central
dev.bluefalcon,blue-falcon-android,1.1.0,aar,Maven Central
dev.bluefalcon,blue-falcon-android-debug,1.1.0,aar,Maven Central
com.github.skydoves,orbital-android,0.4.0,aar,Maven Central
com.github.axet,android-library,1.37.4,aar,Maven Central
com.arkivanov.mvikotlin,mvikotlin-timetravel-android,4.1.0,aar,Maven Central
com.arkivanov.mvikotlin,mvikotlin-timetravel-proto-internal-android,4.1.0,aar,Maven Central
com.arkivanov.mvikotlin,mvikotlin-main-android,4.1.0,aar,Maven Central
com.arkivanov.mvikotlin,mvikotlin-extensions-reaktive-android,4.1.0,aar,Maven Central
com.arkivanov.mvikotlin,mvikotlin-logging-android,4.1.0,aar,Maven Central
com.arkivanov.mvikotlin,mvikotlin-extensions-coroutines-android,4.1.0,aar,Maven Central
com.arkivanov.mvikotlin,mvikotlin-android,4.1.0,aar,Maven Central
com.github.skydoves,flexible-bottomsheet-material3-android,0.1.3,aar,Maven Central
com.github.skydoves,flexible-bottomsheet-material-android,0.1.3,aar,Maven Central
com.github.skydoves,flexible-core-android,0.1.3,aar,Maven Central
com.github.skydoves,compose-stable-marker-android,1.0.5,aar,Maven Central
ca.uhn.hapi.fhir,hapi-fhir-android,7.2.1,jar,Maven Central
io.arrow-kt,arrow-optics-compose-android,2.0.0-alpha.3,aar,Maven Central
com.google.api-client,google-api-client-android,2.6.0,jar,Maven Central
com.xendit,xendit-sdk-android,4.1.2,aar,Maven Central
io.asgardeo,asgardeo-android-core-auth-direct,0.1.2,aar,Maven Central
org.netbeans.modules,org-netbeans-modules-cordova-platforms-android,RELEASE220,jar,Maven Central
cn.leancloud,realtime-android,8.2.28,jar,Maven Central
cn.leancloud,storage-android,8.2.28,jar,Maven Central
cn.leancloud,mixpush-android,8.2.28,jar,Maven Central
com.github.skydoves,sandwich-ktor-android,2.0.8,aar,Maven Central
com.github.skydoves,sandwich-android,2.0.8,aar,Maven Central
com.ithit.webdav.integration,android-integration,7.2.10512,jar,Maven Central
com.medallia,digital-android-sdk,4.5.0,aar,Maven Central
io.sentry,sentry-kotlin-multiplatform-android,0.7.1,aar,Maven Central
com.google.http-client,google-http-client-android,1.44.2,jar,Maven Central
com.sensorsdata.analytics.android,SensorsFocusSDK,0.7.0,aar,Maven Central
com.diffusiondata.diffusion,diffusion-android-client,6.10.4,jar,Maven Central
org.eclipse.serializer,persistence-binary-android,1.3.2,jar,Maven Central
org.jupnp,org.jupnp.android,3.0.2,jar,Maven Central
se.curity.identityserver,identityserver.haapi.android.ui.widget,4.2.0,aar,Maven Central
se.curity.identityserver,identityserver.haapi.android.driver,4.2.0,aar,Maven Central
se.curity.identityserver,identityserver.haapi.android.sdk,4.2.0,aar,Maven Central
com.huaweicloud,esdk-obs-android,3.24.3,jar,Maven Central
com.couchbase.lite,couchbase-lite-android-ktx,3.2.0-beta.2,aar,Maven Central
com.couchbase.lite,couchbase-lite-android,3.2.0-beta.2,aar,Maven Central
com.arkivanov.decompose,extensions-compose-jetbrains-android,2.2.3,aar,Maven Central
com.arkivanov.decompose,extensions-compose-jetbrains-android-debug,2.2.3,aar,Maven Central
com.arkivanov.decompose,extensions-android-debug,2.2.3,aar,Maven Central
com.arkivanov.decompose,decompose-android-debug,2.2.3,aar,Maven Central
pro.streem.pbandk,pbandk-runtime-android,0.14.3,aar,Maven Central
pro.streem.pbandk,pbandk-runtime-android-debug,0.14.3,aar,Maven Central
com.mparticle,smartype-mparticle-android,1.7.1,aar,Maven Central
com.mparticle,smartype-api-android,1.7.1,aar,Maven Central
com.whatspos.sdk,paxstore-3rd-app-android-sdk-ext,9.2.0,aar,Maven Central
uk.uuid.slf4j,slf4j-android,2.0.13-0,jar,Maven Central
com.hrofeh.kronos,kronos-android-debug,1.4.1,aar,Maven Central
com.hrofeh.kronos,extension-json-kotlinx-android,1.4.1,aar,Maven Central
com.hrofeh.kronos,extension-json-kotlinx-android-debug,1.4.1,aar,Maven Central
com.hrofeh.kronos,extension-json-android,1.4.1,aar,Maven Central
com.hrofeh.kronos,extension-json-android-debug,1.4.1,aar,Maven Central
org.mongodb.kbson,kbson-android,0.4.0,aar,Maven Central
org.mongodb.kbson,kbson-android-debug,0.4.0,aar,Maven Central
io.branch.sdk.android,adobebranchextension,2.1.0,aar,Maven Central
de.fraunhofer.sit.sse.flowdroid,soot-infoflow-android,2.13.0,jar,Maven Central
io.github.aliyun-sls,android-kotlinx,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v7_2,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v4_1,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v4_2,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v7_0,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v7_1,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v3_6,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v4_0,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-plugin,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,aliyun-log-android-plugin,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v3_3,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v3_5,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-annotations,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-build,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-compat,1.0.0-beta.8,jar,Maven Central
io.github.aliyun-sls,android-gradle-v3_4,1.0.0-beta.8,jar,Maven Central
com.google.dagger,hilt-android-gradle-plugin,2.51.1,jar,Maven Central
com.google.dagger,hilt-android-compiler,2.51.1,jar,Maven Central
com.google.dagger,hilt-android-testing,2.51.1,aar,Maven Central
com.google.dagger,hilt-android,2.51.1,aar,Maven Central
com.google.dagger,dagger-android-processor,2.51.1,jar,Maven Central
com.google.dagger,dagger-android-support,2.51.1,aar,Maven Central
com.google.dagger,dagger-android,2.51.1,aar,Maven Central
com.facebook.android,facebook-gamingservices,17.0.0,aar,Maven Central
com.facebook.android,facebook-messenger,17.0.0,aar,Maven Central
com.facebook.android,facebook-applinks,17.0.0,aar,Maven Central
com.facebook.android,facebook-share,17.0.0,aar,Maven Central
com.facebook.android,facebook-login,17.0.0,aar,Maven Central
com.facebook.android,facebook-common,17.0.0,aar,Maven Central
com.facebook.android,facebook-core,17.0.0,aar,Maven Central
com.facebook.android,facebook-bolts,17.0.0,aar,Maven Central
com.taptap,lc-storage-android,8.2.24,jar,Maven Central
com.taptap,lc-realtime-android,8.2.24,jar,Maven Central
com.concordium.sdk,concordium-android-sdk,7.1.0,aar,Maven Central
com.tencent.mm.opensdk,wechat-sdk-android,6.8.28,aar,Maven Central
com.github.vhall.android.library,vhallyun-lss,2.9.1,aar,Maven Central
com.github.vhall.android.base,vhall-module-core,2.9.2,aar,Maven Central
com.didiglobal.booster,booster-android-instrument-webview,5.0.0-beta3,jar,Maven Central
com.didiglobal.booster,booster-android-instrument-shared-preferences,5.0.0-beta3,jar,Maven Central
com.halilibo.compose-richtext,richtext-ui-material3-android,1.0.0-alpha01,aar,Maven Central
com.halilibo.compose-richtext,richtext-ui-material-android,1.0.0-alpha01,aar,Maven Central
com.halilibo.compose-richtext,richtext-ui-android,1.0.0-alpha01,aar,Maven Central
com.halilibo.compose-richtext,richtext-markdown-android,1.0.0-alpha01,aar,Maven Central
com.halilibo.compose-richtext,richtext-commonmark-android,1.0.0-alpha01,aar,Maven Central
one.microstream,microstream-persistence-binary-android,08.01.02-MS-GA,jar,Maven Central
org.videolan.android,libvlc-all,4.0.0-eap15,aar,Maven Central
com.cloudinary,cloudinary-android-ui,2.8.0,aar,Maven Central
com.cloudinary,cloudinary-android-preprocess,2.8.0,aar,Maven Central
com.cloudinary,cloudinary-android-glide-integration,2.8.0,aar,Maven Central
com.cloudinary,cloudinary-android-download,2.8.0,aar,Maven Central
com.cloudinary,cloudinary-android-core,2.8.0,aar,Maven Central
org.immutables,android-stub,2.10.1,jar,Maven Central
com.google.android.catalog.framework,casa-ui,0.5.1,aar,Maven Central
com.google.android.catalog.framework,casa-base,0.5.1,aar,Maven Central
com.google.android.catalog.framework,casa-processor,0.5.1,jar,Maven Central
com.google.android.catalog.framework,casa-annotations,0.5.1,jar,Maven Central
com.uber.autodispose,autodispose-android-archcomponents-test,1.4.1,aar,Maven Central
com.uber.autodispose,autodispose-android-archcomponents,1.4.1,aar,Maven Central
com.uber.autodispose,autodispose-android,1.4.1,aar,Maven Central
com.mastercard.gateway,gateway-android,1.1.6,aar,Maven Central
io.joynr.android.messaging.mqtt,hivemq-mqtt-client,1.24.2,jar,Maven Central
io.joynr.android.messaging.mqtt,joynr-mqtt-client,1.24.2,jar,Maven Central
io.joynr.android.messaging.websocket,joynr-websocket-server,1.24.2,jar,Maven Central
io.joynr.android.core,libjoynr-websocket-runtime,1.24.2,jar,Maven Central
io.joynr.android.messaging.websocket,joynr-websocket-client,1.24.2,jar,Maven Central
io.joynr.android.messaging.websocket,joynr-websocket-common,1.24.2,jar,Maven Central
io.joynr.android.core,clustercontroller,1.24.2,jar,Maven Central
io.joynr.android.core,libjoynr,1.24.2,jar,Maven Central
io.joynr.android.common,status-metrics,1.24.2,jar,Maven Central
io.joynr.android.common,infrastructure-common,1.24.2,jar,Maven Central
io.joynr.android.common,access-control-common,1.24.2,jar,Maven Central
io.joynr.android.common,discovery-common,1.24.2,jar,Maven Central
io.joynr.android.messaging,messaging-common,1.24.2,jar,Maven Central
io.joynr.android,javaapi,1.24.2,jar,Maven Central
io.joynr.android.common,guice-integration,1.24.2,jar,Maven Central
com.immomo.xengine,xeengine_android,5.0.3.20240129.1718,aar,Maven Central
com.intuit.player,j2v8-android,0.6.0,jar,Maven Central
com.intuit.player,j2v8-android-debug,0.6.0,jar,Maven Central
com.intuit.player.android,player,0.6.0,aar,Maven Central
com.whatspos.sdk,paxstore-3rd-app-android-cloud-msg-sdk,9.2.0,aar,Maven Central
com.cloudwise.mobile.android.distribute,cloudwise-mobile-distribute,2.5.1,jar,Maven Central
com.cloudwise.mobile.android.plugins,cloudwise-gradle-plugin,2.5.1,jar,Maven Central
com.github.vhall.android.library,vhallyun-framework,2.6.3,aar,Maven Central
com.github.vhall.android.base,logmanager,2.8.2,aar,Maven Central
com.github.vhall.android.base,message-client,1.6.1,aar,Maven Central
com.squareup.workflow1,workflow-ui-container-android,1.12.1-beta06,aar,Maven Central
jp.pocket-change.pokepay.android-sdk,pokepaylib,2.0.14,aar,Maven Central
com.quinsoft.zeidon,zeidon-android,2.1.0,jar,Maven Central
com.github.vhall.android.library,vhallyun-projection-screen,2.1.0,aar,Maven Central
com.github.vhall.android.library,vhallyun-vod,2.6.0,aar,Maven Central
